host_id,year,sample_name,sample_name_incorrect,fastq_fwd_file_name,fastq_rev_file_name,sample_type,host_phylum,host_class,host_order,host_family,host_genus,host_species,collection_latitude,collection_longitude,collection_date,collection_depth,host_site,collector
RANDOM,2019,WP_Ssid_47_2019,WP_Ssid_47_2019,PLATE2-G5-47_S122_L001_R1_001.fastq.gz,PLATE2-G5-47_S122_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2019.07.29,9.3,WhitePoint,BethLenz
RANDOM,2019,WP_Ssid_57_2019,WP_Ssid_57_2019,PLATE2-H3-57_S107_L001_R1_001.fastq.gz,PLATE2-H3-57_S107_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2019.07.29,9.4,WhitePoint,BethLenz
RANDOM,2019,WP_Ssid_59_2019,WP_Ssid_59_2019,PLATE2-H5-59_S123_L001_R1_001.fastq.gz,PLATE2-H5-59_S123_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2019.07.29,9.4,WhitePoint,BethLenz
72,2017,WP_Ssid_72_2017,WP_Ssid_72_2017,PLATE1-F10-91_S69_L001_R1_001.fastq.gz,PLATE1-F10-91_S69_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.08.03,9.4,WhitePoint,RossCunning
72,2019,WP_Ssid_72_2019,WP_Ssid_72_2019,PLATE2-H4-58_S115_L001_R1_001.fastq.gz,PLATE2-H4-58_S115_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2019.07.29,9.4,WhitePoint,BethLenz
73,2017,WP_Ssid_73_2017,WP_Ssid_73_2017,PLATE1-G1-95_S7_L001_R1_001.fastq.gz,PLATE1-G1-95_S7_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.08.03,8.1,WhitePoint,RossCunning
73,2019,WP_Ssid_73_2019,WP_Ssid_73_2019,PLATE2-F8-37_S144_L001_R1_001.fastq.gz,PLATE2-F8-37_S144_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2019.07.29,8.1,WhitePoint,BethLenz
76,2017,WP_Ssid_76_2017,WP_Ssid_76_2017,PLATE1-G5-103_S35_L001_R1_001.fastq.gz,PLATE1-G5-103_S35_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.08.17,8.1,WhitePoint,RossCunning
77,2017,WP_Ssid_77_2017,WP_Ssid_77_2017,PLATE1-G8-106_S56_L001_R1_001.fastq.gz,PLATE1-G8-106_S56_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.08.04,9.3,WhitePoint,RossCunning
77,2019,WP_Ssid_77_2019,WP_Ssid_77_2019,PLATE2-G2-44_S98_L001_R1_001.fastq.gz,PLATE2-G2-44_S98_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2019.07.29,9.3,WhitePoint,BethLenz
RANDOM,2017,WP_Ssid_92_2017,WP_Ssid_92_2017,PLATE1-F11-92_S76_L001_R1_001.fastq.gz,PLATE1-F11-92_S76_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.08.03,9.4,WhitePoint,RossCunning
RANDOM,2017,WP_Ssid_93_2017,WP_Ssid_93_2017,PLATE1-F12-93_S83_L001_R1_001.fastq.gz,PLATE1-F12-93_S83_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.08.03,9.4,WhitePoint,RossCunning
RANDOM,2017,WP_Ssid_96_2017,WP_Ssid_96_2017,PLATE1-G2-96_S14_L001_R1_001.fastq.gz,PLATE1-G2-96_S14_L001_R2_001.fastq.gz,coral_field,Cnidaria,Anthozoa,Scleractinia,Rhizangiidae,Siderastrea,siderea,18.300253,64.716935,2017.08.03,8.1,WhitePoint,RossCunning
